,게시글번호,"구분(성별, 연령별)",확진자,확진률,치명률,사망자,사망률,등록일시분초,수정일시분초
2592,5218,30-39,17158,13.54,0.04,7,0.38,2021-05-08 09:00:00.000,2021-10-07 14:17:35.398
2593,5217,20-29,18860,14.88,0.02,3,0.16,2021-05-08 09:00:00.000,2021-10-07 14:17:35.398
2594,5216,10-19,8907,7.03,0.00,0,0.00,2021-05-08 09:00:00.000,2021-10-07 14:17:35.398
2595,5215,0-9,5521,4.36,0.00,0,0.00,2021-05-08 09:00:00.000,2021-10-07 14:17:35.398
2596,5214,남성,62800,49.82,1.47,925,49.73,2021-05-07 09:00:00.000,2021-10-07 14:17:35.398
2597,5213,여성,63243,50.18,1.48,935,50.27,2021-05-07 09:00:00.000,2021-10-07 14:17:35.398
2598,5212,80 이상,5448,4.32,18.83,1026,55.16,2021-05-07 09:00:00.000,2021-10-07 14:17:35.398
2599,5211,70-79,9049,7.18,5.86,530,28.49,2021-05-07 09:00:00.000,2021-10-07 14:17:35.398
2600,5210,60-69,19347,15.35,1.13,218,11.72,2021-05-07 09:00:00.000,2021-10-07 14:17:35.398
2601,5209,50-59,23335,18.51,0.27,62,3.33,2021-05-07 09:00:00.000,2021-10-07 14:17:35.398
2602,5208,40-49,18729,14.86,0.07,14,0.75,2021-05-07 09:00:00.000,2021-10-07 14:17:35.398
2603,5207,30-39,17047,13.52,0.04,7,0.38,2021-05-07 09:00:00.000,2021-10-07 14:17:35.398
2604,5206,20-29,18747,14.87,0.02,3,0.16,2021-05-07 09:00:00.000,2021-10-07 14:17:35.398
2605,5205,10-19,8849,7.02,0.00,0,0.00,2021-05-07 09:00:00.000,2021-10-07 14:17:35.398
2606,5204,0-9,5492,4.36,0.00,0,0.00,2021-05-07 09:00:00.000,2021-10-07 14:17:35.398
2607,5203,남성,62542,49.83,1.47,920,49.70,2021-05-06 09:00:00.000,2021-10-07 14:17:35.398
2608,5202,여성,62976,50.17,1.48,931,50.30,2021-05-06 09:00:00.000,2021-10-07 14:17:35.398
2609,5201,80 이상,5437,4.33,18.80,1022,55.21,2021-05-06 09:00:00.000,2021-10-07 14:17:35.398
2610,5200,70-79,9019,7.19,5.84,527,28.47,2021-05-06 09:00:00.000,2021-10-07 14:17:35.398
2611,5199,60-69,19268,15.35,1.12,216,11.67,2021-05-06 09:00:00.000,2021-10-07 14:17:35.398
2612,5198,50-59,23229,18.51,0.27,62,3.35,2021-05-06 09:00:00.000,2021-10-07 14:17:35.398
2613,5197,40-49,18659,14.87,0.08,14,0.76,2021-05-06 09:00:00.000,2021-10-07 14:17:35.398
2614,5196,30-39,16978,13.53,0.04,7,0.38,2021-05-06 09:00:00.000,2021-10-07 14:17:35.398
2615,5195,20-29,18671,14.88,0.02,3,0.16,2021-05-06 09:00:00.000,2021-10-07 14:17:35.398
2616,5194,10-19,8797,7.01,0.00,0,0.00,2021-05-06 09:00:00.000,2021-10-07 14:17:35.398
2617,5193,0-9,5460,4.35,0.00,0,0.00,2021-05-06 09:00:00.000,2021-10-07 14:17:35.398
2618,5192,남성,62247,49.82,1.47,917,49.65,2021-05-05 09:00:00.000,2021-10-07 14:17:35.398
2619,5191,여성,62697,50.18,1.48,930,50.35,2021-05-05 09:00:00.000,2021-10-07 14:17:35.398
2620,5190,80 이상,5423,4.34,18.79,1019,55.17,2021-05-05 09:00:00.000,2021-10-07 14:17:35.398
2621,5189,70-79,8986,7.19,5.85,526,28.48,2021-05-05 09:00:00.000,2021-10-07 14:17:35.398
2622,5188,60-69,19197,15.36,1.13,216,11.69,2021-05-05 09:00:00.000,2021-10-07 14:17:35.398
2623,5187,50-59,23117,18.50,0.27,62,3.36,2021-05-05 09:00:00.000,2021-10-07 14:17:35.398
2624,5186,40-49,18555,14.85,0.08,14,0.76,2021-05-05 09:00:00.000,2021-10-07 14:17:35.398
2625,5185,30-39,16896,13.52,0.04,7,0.38,2021-05-05 09:00:00.000,2021-10-07 14:17:35.398
2626,5184,20-29,18585,14.87,0.02,3,0.16,2021-05-05 09:00:00.000,2021-10-07 14:17:35.398
2627,5183,10-19,8759,7.01,0.00,0,0.00,2021-05-05 09:00:00.000,2021-10-07 14:17:35.398
2628,5182,0-9,5426,4.34,0.00,0,0.00,2021-05-05 09:00:00.000,2021-10-07 14:17:35.398
2629,5181,남성,61879,49.79,1.48,914,49.67,2021-05-04 09:00:00.000,2021-10-07 14:17:35.398
2630,5180,여성,62389,50.21,1.48,926,50.33,2021-05-04 09:00:00.000,2021-10-07 14:17:35.398
2631,5179,80 이상,5409,4.35,18.75,1014,55.11,2021-05-04 09:00:00.000,2021-10-07 14:17:35.398
2632,5178,70-79,8951,7.20,5.85,524,28.48,2021-05-04 09:00:00.000,2021-10-07 14:17:35.398
2633,5177,60-69,19095,15.37,1.13,216,11.74,2021-05-04 09:00:00.000,2021-10-07 14:17:35.398
2634,5176,50-59,23001,18.51,0.27,62,3.37,2021-05-04 09:00:00.000,2021-10-07 14:17:35.398
2635,5175,40-49,18439,14.84,0.08,14,0.76,2021-05-04 09:00:00.000,2021-10-07 14:17:35.398
2636,5174,30-39,16790,13.51,0.04,7,0.38,2021-05-04 09:00:00.000,2021-10-07 14:17:35.398
2637,5173,20-29,18487,14.88,0.02,3,0.16,2021-05-04 09:00:00.000,2021-10-07 14:17:35.398
2638,5172,10-19,8702,7.00,0.00,0,0.00,2021-05-04 09:00:00.000,2021-10-07 14:17:35.398
2639,5171,0-9,5394,4.34,0.00,0,0.00,2021-05-04 09:00:00.000,2021-10-07 14:17:35.398
2640,5170,남성,61606,49.79,1.48,911,49.67,2021-05-03 09:00:00.000,2021-10-07 14:17:35.398
2641,5169,여성,62121,50.21,1.49,923,50.33,2021-05-03 09:00:00.000,2021-10-07 14:17:35.398
2642,5168,80 이상,5388,4.35,18.73,1009,55.02,2021-05-03 09:00:00.000,2021-10-07 14:17:35.398
2643,5167,70-79,8928,7.22,5.86,523,28.52,2021-05-03 09:00:00.000,2021-10-07 14:17:35.398
2644,5166,60-69,19020,15.37,1.14,216,11.78,2021-05-03 09:00:00.000,2021-10-07 14:17:35.398
2645,5165,50-59,22909,18.52,0.27,62,3.38,2021-05-03 09:00:00.000,2021-10-07 14:17:35.398
2646,5164,40-49,18356,14.84,0.08,14,0.76,2021-05-03 09:00:00.000,2021-10-07 14:17:35.398
2647,5163,30-39,16698,13.50,0.04,7,0.38,2021-05-03 09:00:00.000,2021-10-07 14:17:35.398
2648,5162,20-29,18405,14.88,0.02,3,0.16,2021-05-03 09:00:00.000,2021-10-07 14:17:35.398
2649,5161,10-19,8655,7.00,0.00,0,0.00,2021-05-03 09:00:00.000,2021-10-07 14:17:35.398
2650,5160,0-9,5368,4.34,0.00,0,0.00,2021-05-03 09:00:00.000,2021-10-07 14:17:35.398
2651,5159,남성,61370,49.80,1.48,910,49.65,2021-05-02 09:00:00.000,2021-10-07 14:17:35.398
2652,5158,여성,61869,50.20,1.49,923,50.35,2021-05-02 09:00:00.000,2021-10-07 14:17:35.398
2653,5157,80 이상,5374,4.36,18.76,1008,54.99,2021-05-02 09:00:00.000,2021-10-07 14:17:35.398
2654,5156,70-79,8895,7.22,5.88,523,28.53,2021-05-02 09:00:00.000,2021-10-07 14:17:35.398
2655,5155,60-69,18960,15.38,1.14,216,11.78,2021-05-02 09:00:00.000,2021-10-07 14:17:35.398
2656,5154,50-59,22815,18.51,0.27,62,3.38,2021-05-02 09:00:00.000,2021-10-07 14:17:35.398
2657,5153,40-49,18269,14.82,0.08,14,0.76,2021-05-02 09:00:00.000,2021-10-07 14:17:35.398
2658,5152,30-39,16623,13.49,0.04,7,0.38,2021-05-02 09:00:00.000,2021-10-07 14:17:35.398
2659,5151,20-29,18345,14.89,0.02,3,0.16,2021-05-02 09:00:00.000,2021-10-07 14:17:35.398
2660,5150,10-19,8622,7.00,0.00,0,0.00,2021-05-02 09:00:00.000,2021-10-07 14:17:35.398
2661,5149,0-9,5336,4.33,0.00,0,0.00,2021-05-02 09:00:00.000,2021-10-07 14:17:35.398
2662,5148,남성,61060,49.79,1.49,910,49.70,2021-05-01 09:00:00.000,2021-10-07 14:17:35.398
2663,5147,여성,61573,50.21,1.50,921,50.30,2021-05-01 09:00:00.000,2021-10-07 14:17:35.398
2664,5146,80 이상,5348,4.36,18.81,1006,54.94,2021-05-01 09:00:00.000,2021-10-07 14:17:35.398
2665,5145,70-79,8861,7.23,5.90,523,28.56,2021-05-01 09:00:00.000,2021-10-07 14:17:35.398
2666,5144,60-69,18871,15.39,1.14,216,11.80,2021-05-01 09:00:00.000,2021-10-07 14:17:35.398
2667,5143,50-59,22689,18.50,0.27,62,3.39,2021-05-01 09:00:00.000,2021-10-07 14:17:35.398
2668,5142,40-49,18178,14.82,0.08,14,0.76,2021-05-01 09:00:00.000,2021-10-07 14:17:35.398
2669,5141,30-39,16524,13.47,0.04,7,0.38,2021-05-01 09:00:00.000,2021-10-07 14:17:35.398
2670,5140,20-29,18271,14.90,0.02,3,0.16,2021-05-01 09:00:00.000,2021-10-07 14:17:35.398
2671,5139,10-19,8578,6.99,0.00,0,0.00,2021-05-01 09:00:00.000,2021-10-07 14:17:35.398
2672,5138,0-9,5313,4.33,0.00,0,0.00,2021-05-01 09:00:00.000,2021-10-07 14:17:35.398
2673,5137,남성,60746,49.79,1.49,908,49.67,2021-04-30 09:00:00.000,2021-10-07 14:17:35.398
2674,5136,여성,61260,50.21,1.50,920,50.33,2021-04-30 09:00:00.000,2021-10-07 14:17:35.398
2675,5135,80 이상,5326,4.37,18.87,1005,54.98,2021-04-30 09:00:00.000,2021-10-07 14:17:35.398
2676,5134,70-79,8822,7.23,5.93,523,28.61,2021-04-30 09:00:00.000,2021-10-07 14:17:35.398
2677,5133,60-69,18781,15.39,1.14,214,11.71,2021-04-30 09:00:00.000,2021-10-07 14:17:35.398
2678,5132,50-59,22569,18.50,0.27,62,3.39,2021-04-30 09:00:00.000,2021-10-07 14:17:35.398
2679,5131,40-49,18068,14.81,0.08,14,0.77,2021-04-30 09:00:00.000,2021-10-07 14:17:35.398
2680,5130,30-39,16431,13.47,0.04,7,0.38,2021-04-30 09:00:00.000,2021-10-07 14:17:35.398
2681,5129,20-29,18196,14.91,0.02,3,0.16,2021-04-30 09:00:00.000,2021-10-07 14:17:35.398
2682,5128,10-19,8530,6.99,0.00,0,0.00,2021-04-30 09:00:00.000,2021-10-07 14:17:35.398
2683,5127,0-9,5283,4.33,0.00,0,0.00,2021-04-30 09:00:00.000,2021-10-07 14:17:35.398
2684,5126,남성,60393,49.77,1.50,906,49.64,2021-04-29 09:00:00.000,2021-10-07 14:17:35.398
2685,5125,여성,60952,50.23,1.51,919,50.36,2021-04-29 09:00:00.000,2021-10-07 14:17:35.398
2686,5124,80 이상,5291,4.36,18.98,1004,55.01,2021-04-29 09:00:00.000,2021-10-07 14:17:35.398
2687,5123,70-79,8782,7.24,5.96,523,28.66,2021-04-29 09:00:00.000,2021-10-07 14:17:35.398
2688,5122,60-69,18685,15.40,1.13,212,11.62,2021-04-29 09:00:00.000,2021-10-07 14:17:35.398
2689,5121,50-59,22466,18.51,0.28,62,3.40,2021-04-29 09:00:00.000,2021-10-07 14:17:35.398
2690,5120,40-49,17959,14.80,0.08,14,0.77,2021-04-29 09:00:00.000,2021-10-07 14:17:35.398
2691,5119,30-39,16331,13.46,0.04,7,0.38,2021-04-29 09:00:00.000,2021-10-07 14:17:35.398
2692,5118,20-29,18092,14.91,0.02,3,0.16,2021-04-29 09:00:00.000,2021-10-07 14:17:35.398
2693,5117,10-19,8486,6.99,0.00,0,0.00,2021-04-29 09:00:00.000,2021-10-07 14:17:35.398
2694,5116,0-9,5253,4.33,0.00,0,0.00,2021-04-29 09:00:00.000,2021-10-07 14:17:35.398
2695,5115,남성,60066,49.78,1.51,906,49.75,2021-04-28 09:00:00.000,2021-10-07 14:17:35.398
2696,5114,여성,60600,50.22,1.51,915,50.25,2021-04-28 09:00:00.000,2021-10-07 14:17:35.398
2697,5113,80 이상,5270,4.37,19.01,1002,55.02,2021-04-28 09:00:00.000,2021-10-07 14:17:35.398
2698,5112,70-79,8745,7.25,5.96,521,28.61,2021-04-28 09:00:00.000,2021-10-07 14:17:35.398
2699,5111,60-69,18572,15.39,1.14,212,11.64,2021-04-28 09:00:00.000,2021-10-07 14:17:35.398
2700,5110,50-59,22355,18.53,0.28,62,3.40,2021-04-28 09:00:00.000,2021-10-07 14:17:35.398
2701,5109,40-49,17853,14.80,0.08,14,0.77,2021-04-28 09:00:00.000,2021-10-07 14:17:35.398
2702,5108,30-39,16231,13.45,0.04,7,0.38,2021-04-28 09:00:00.000,2021-10-07 14:17:35.398
2703,5107,20-29,17998,14.92,0.02,3,0.16,2021-04-28 09:00:00.000,2021-10-07 14:17:35.398
2704,5106,10-19,8438,6.99,0.00,0,0.00,2021-04-28 09:00:00.000,2021-10-07 14:17:35.398
2705,5105,0-9,5204,4.31,0.00,0,0.00,2021-04-28 09:00:00.000,2021-10-07 14:17:35.398
2706,5104,남성,59690,49.78,1.52,906,49.78,2021-04-27 09:00:00.000,2021-10-07 14:17:35.398
2707,5103,여성,60207,50.22,1.52,914,50.22,2021-04-27 09:00:00.000,2021-10-07 14:17:35.398
2708,5102,80 이상,5251,4.38,19.06,1001,55.00,2021-04-27 09:00:00.000,2021-10-07 14:17:35.398
2709,5101,70-79,8677,7.24,6.00,521,28.63,2021-04-27 09:00:00.000,2021-10-07 14:17:35.398
2710,5100,60-69,18439,15.38,1.15,212,11.65,2021-04-27 09:00:00.000,2021-10-07 14:17:35.398
2711,5099,50-59,22218,18.53,0.28,62,3.41,2021-04-27 09:00:00.000,2021-10-07 14:17:35.398
2712,5098,40-49,17733,14.79,0.08,14,0.77,2021-04-27 09:00:00.000,2021-10-07 14:17:35.398
2713,5097,30-39,16121,13.45,0.04,7,0.38,2021-04-27 09:00:00.000,2021-10-07 14:17:35.398
2714,5096,20-29,17892,14.92,0.02,3,0.16,2021-04-27 09:00:00.000,2021-10-07 14:17:35.398
2715,5095,10-19,8393,7.00,0.00,0,0.00,2021-04-27 09:00:00.000,2021-10-07 14:17:35.398
2716,5094,0-9,5173,4.31,0.00,0,0.00,2021-04-27 09:00:00.000,2021-10-07 14:17:35.398
2717,5093,남성,59420,49.77,1.52,905,49.81,2021-04-26 09:00:00.000,2021-10-07 14:17:35.398
2718,5092,여성,59965,50.23,1.52,912,50.19,2021-04-26 09:00:00.000,2021-10-07 14:17:35.398
2719,5091,80 이상,5242,4.39,19.04,998,54.93,2021-04-26 09:00:00.000,2021-10-07 14:17:35.398
2720,5090,70-79,8650,7.25,6.02,521,28.67,2021-04-26 09:00:00.000,2021-10-07 14:17:35.398
2721,5089,60-69,18359,15.38,1.15,212,11.67,2021-04-26 09:00:00.000,2021-10-07 14:17:35.398
2722,5088,50-59,22117,18.53,0.28,62,3.41,2021-04-26 09:00:00.000,2021-10-07 14:17:35.398
2723,5087,40-49,17654,14.79,0.08,14,0.77,2021-04-26 09:00:00.000,2021-10-07 14:17:35.398
2724,5086,30-39,16049,13.44,0.04,7,0.39,2021-04-26 09:00:00.000,2021-10-07 14:17:35.398
2725,5085,20-29,17810,14.92,0.02,3,0.17,2021-04-26 09:00:00.000,2021-10-07 14:17:35.398
2726,5084,10-19,8357,7.00,0.00,0,0.00,2021-04-26 09:00:00.000,2021-10-07 14:17:35.398
2727,5083,0-9,5147,4.31,0.00,0,0.00,2021-04-26 09:00:00.000,2021-10-07 14:17:35.398
2728,5082,남성,59167,49.77,1.53,903,49.81,2021-04-25 09:00:00.000,2021-10-07 14:17:35.398
2729,5081,여성,59719,50.23,1.52,910,50.19,2021-04-25 09:00:00.000,2021-10-07 14:17:35.398
2730,5080,80 이상,5226,4.40,19.04,995,54.88,2021-04-25 09:00:00.000,2021-10-07 14:17:35.398
2731,5079,70-79,8621,7.25,6.03,520,28.68,2021-04-25 09:00:00.000,2021-10-07 14:17:35.398
2732,5078,60-69,18278,15.37,1.16,212,11.69,2021-04-25 09:00:00.000,2021-10-07 14:17:35.398
2733,5077,50-59,22023,18.52,0.28,62,3.42,2021-04-25 09:00:00.000,2021-10-07 14:17:35.398
2734,5076,40-49,17577,14.78,0.08,14,0.77,2021-04-25 09:00:00.000,2021-10-07 14:17:35.398
2735,5075,30-39,15993,13.45,0.04,7,0.39,2021-04-25 09:00:00.000,2021-10-07 14:17:35.398
2736,5074,20-29,17719,14.90,0.02,3,0.17,2021-04-25 09:00:00.000,2021-10-07 14:17:35.398
2737,5073,10-19,8326,7.00,0.00,0,0.00,2021-04-25 09:00:00.000,2021-10-07 14:17:35.398
2738,5072,0-9,5123,4.31,0.00,0,0.00,2021-04-25 09:00:00.000,2021-10-07 14:17:35.398
2739,5071,남성,58844,49.77,1.53,903,49.83,2021-04-24 09:00:00.000,2021-10-07 14:17:35.398
2740,5070,여성,59398,50.23,1.53,909,50.17,2021-04-24 09:00:00.000,2021-10-07 14:17:35.398
2741,5069,80 이상,5208,4.40,19.09,994,54.86,2021-04-24 09:00:00.000,2021-10-07 14:17:35.398
2742,5068,70-79,8574,7.25,6.06,520,28.70,2021-04-24 09:00:00.000,2021-10-07 14:17:35.398
2743,5067,60-69,18194,15.39,1.17,212,11.70,2021-04-24 09:00:00.000,2021-10-07 14:17:35.398
2744,5066,50-59,21910,18.53,0.28,62,3.42,2021-04-24 09:00:00.000,2021-10-07 14:17:35.398
2745,5065,40-49,17484,14.79,0.08,14,0.77,2021-04-24 09:00:00.000,2021-10-07 14:17:35.398
2746,5064,30-39,15899,13.45,0.04,7,0.39,2021-04-24 09:00:00.000,2021-10-07 14:17:35.398
2747,5063,20-29,17609,14.89,0.02,3,0.17,2021-04-24 09:00:00.000,2021-10-07 14:17:35.398
2748,5062,10-19,8268,6.99,0.00,0,0.00,2021-04-24 09:00:00.000,2021-10-07 14:17:35.398
2749,5061,0-9,5096,4.31,0.00,0,0.00,2021-04-24 09:00:00.000,2021-10-07 14:17:35.398
2750,5060,남성,58439,49.75,1.54,902,49.81,2021-04-23 09:00:00.000,2021-10-07 14:17:35.398
2751,5059,여성,59018,50.25,1.54,909,50.19,2021-04-23 09:00:00.000,2021-10-07 14:17:35.398
2752,5058,80 이상,5189,4.42,19.16,994,54.89,2021-04-23 09:00:00.000,2021-10-07 14:17:35.398
2753,5057,70-79,8529,7.26,6.09,519,28.66,2021-04-23 09:00:00.000,2021-10-07 14:17:35.398
2754,5056,60-69,18095,15.41,1.17,212,11.71,2021-04-23 09:00:00.000,2021-10-07 14:17:35.398
2755,5055,50-59,21767,18.53,0.28,62,3.42,2021-04-23 09:00:00.000,2021-10-07 14:17:35.398
2756,5054,40-49,17372,14.79,0.08,14,0.77,2021-04-23 09:00:00.000,2021-10-07 14:17:35.398
2757,5053,30-39,15795,13.45,0.04,7,0.39,2021-04-23 09:00:00.000,2021-10-07 14:17:35.398
2758,5052,20-29,17454,14.86,0.02,3,0.17,2021-04-23 09:00:00.000,2021-10-07 14:17:35.398
2759,5051,10-19,8192,6.97,0.00,0,0.00,2021-04-23 09:00:00.000,2021-10-07 14:17:35.398
2760,5050,0-9,5064,4.31,0.00,0,0.00,2021-04-23 09:00:00.000,2021-10-07 14:17:35.398
2761,5049,남성,58046,49.76,1.55,900,49.78,2021-04-22 09:00:00.000,2021-10-07 14:17:35.398
2762,5048,여성,58614,50.24,1.55,908,50.22,2021-04-22 09:00:00.000,2021-10-07 14:17:35.398
2763,5047,80 이상,5134,4.40,19.32,992,54.87,2021-04-22 09:00:00.000,2021-10-07 14:17:35.398
2764,5046,70-79,8473,7.26,6.13,519,28.71,2021-04-22 09:00:00.000,2021-10-07 14:17:35.398
2765,5045,60-69,18001,15.43,1.18,212,11.73,2021-04-22 09:00:00.000,2021-10-07 14:17:35.398
2766,5044,50-59,21626,18.54,0.28,61,3.37,2021-04-22 09:00:00.000,2021-10-07 14:17:35.398
2767,5043,40-49,17253,14.79,0.08,14,0.77,2021-04-22 09:00:00.000,2021-10-07 14:17:35.398
2768,5042,30-39,15683,13.44,0.04,7,0.39,2021-04-22 09:00:00.000,2021-10-07 14:17:35.398
2769,5041,20-29,17342,14.87,0.02,3,0.17,2021-04-22 09:00:00.000,2021-10-07 14:17:35.398
2770,5040,10-19,8137,6.97,0.00,0,0.00,2021-04-22 09:00:00.000,2021-10-07 14:17:35.398
2771,5039,0-9,5011,4.30,0.00,0,0.00,2021-04-22 09:00:00.000,2021-10-07 14:17:35.398
2772,5038,남성,57660,49.74,1.56,898,49.72,2021-04-21 09:00:00.000,2021-10-07 14:17:35.398
2773,5037,여성,58265,50.26,1.56,908,50.28,2021-04-21 09:00:00.000,2021-10-07 14:17:35.398
2774,5036,80 이상,5116,4.41,19.39,992,54.93,2021-04-21 09:00:00.000,2021-10-07 14:17:35.398
2775,5035,70-79,8434,7.28,6.14,518,28.68,2021-04-21 09:00:00.000,2021-10-07 14:17:35.398
2776,5034,60-69,17894,15.44,1.18,211,11.68,2021-04-21 09:00:00.000,2021-10-07 14:17:35.398
2777,5033,50-59,21472,18.52,0.28,61,3.38,2021-04-21 09:00:00.000,2021-10-07 14:17:35.398
2778,5032,40-49,17121,14.77,0.08,14,0.78,2021-04-21 09:00:00.000,2021-10-07 14:17:35.398
2779,5031,30-39,15581,13.44,0.04,7,0.39,2021-04-21 09:00:00.000,2021-10-07 14:17:35.398
2780,5030,20-29,17246,14.88,0.02,3,0.17,2021-04-21 09:00:00.000,2021-10-07 14:17:35.398
2781,5029,10-19,8079,6.97,0.00,0,0.00,2021-04-21 09:00:00.000,2021-10-07 14:17:35.398
2782,5028,0-9,4982,4.30,0.00,0,0.00,2021-04-21 09:00:00.000,2021-10-07 14:17:35.398
2783,5027,남성,57294,49.74,1.56,896,49.72,2021-04-20 09:00:00.000,2021-10-07 14:17:35.398
2784,5026,여성,57900,50.26,1.56,906,50.28,2021-04-20 09:00:00.000,2021-10-07 14:17:35.398
2785,5025,80 이상,5097,4.42,19.44,991,54.99,2021-04-20 09:00:00.000,2021-10-07 14:17:35.398
2786,5024,70-79,8399,7.29,6.13,515,28.58,2021-04-20 09:00:00.000,2021-10-07 14:17:35.398
2787,5023,60-69,17800,15.45,1.19,211,11.71,2021-04-20 09:00:00.000,2021-10-07 14:17:35.398
2788,5022,50-59,21342,18.53,0.29,61,3.39,2021-04-20 09:00:00.000,2021-10-07 14:17:35.398
2789,5021,40-49,16993,14.75,0.08,14,0.78,2021-04-20 09:00:00.000,2021-10-07 14:17:35.398
2790,5020,30-39,15480,13.44,0.05,7,0.39,2021-04-20 09:00:00.000,2021-10-07 14:17:35.398
2791,5019,20-29,17132,14.87,0.02,3,0.17,2021-04-20 09:00:00.000,2021-10-07 14:17:35.398
2792,5018,10-19,8008,6.95,0.00,0,0.00,2021-04-20 09:00:00.000,2021-10-07 14:17:35.398
2793,5017,0-9,4943,4.29,0.00,0,0.00,2021-04-20 09:00:00.000,2021-10-07 14:17:35.398
2794,5016,남성,56999,49.72,1.57,896,49.75,2021-04-19 09:00:00.000,2021-10-07 14:17:35.398
2795,5015,여성,57646,50.28,1.57,905,50.25,2021-04-19 09:00:00.000,2021-10-07 14:17:35.398
2796,5014,80 이상,5084,4.43,19.47,990,54.97,2021-04-19 09:00:00.000,2021-10-07 14:17:35.398
2797,5013,70-79,8365,7.30,6.16,515,28.60,2021-04-19 09:00:00.000,2021-10-07 14:17:35.398
2798,5012,60-69,17724,15.46,1.19,211,11.72,2021-04-19 09:00:00.000,2021-10-07 14:17:35.398
2799,5011,50-59,21241,18.53,0.29,61,3.39,2021-04-19 09:00:00.000,2021-10-07 14:17:35.398
2800,5010,40-49,16882,14.73,0.08,14,0.78,2021-04-19 09:00:00.000,2021-10-07 14:17:35.398
2801,5009,30-39,15408,13.44,0.05,7,0.39,2021-04-19 09:00:00.000,2021-10-07 14:17:35.398
2802,5008,20-29,17073,14.89,0.02,3,0.17,2021-04-19 09:00:00.000,2021-10-07 14:17:35.398
2803,5007,10-19,7946,6.93,0.00,0,0.00,2021-04-19 09:00:00.000,2021-10-07 14:17:35.398
2804,5006,0-9,4922,4.29,0.00,0,0.00,2021-04-19 09:00:00.000,2021-10-07 14:17:35.398
2805,5005,남성,56721,49.71,1.58,894,49.75,2021-04-18 09:00:00.000,2021-10-07 14:17:35.398
2806,5004,여성,57392,50.29,1.57,903,50.25,2021-04-18 09:00:00.000,2021-10-07 14:17:35.398
2807,5003,80 이상,5072,4.44,19.50,989,55.04,2021-04-18 09:00:00.000,2021-10-07 14:17:35.398
2808,5002,70-79,8325,7.30,6.17,514,28.60,2021-04-18 09:00:00.000,2021-10-07 14:17:35.398
2809,5001,60-69,17637,15.46,1.19,209,11.63,2021-04-18 09:00:00.000,2021-10-07 14:17:35.398
2810,5000,50-59,21128,18.51,0.29,61,3.39,2021-04-18 09:00:00.000,2021-10-07 14:17:35.398
2811,4999,40-49,16804,14.73,0.08,14,0.78,2021-04-18 09:00:00.000,2021-10-07 14:17:35.398
2812,4998,30-39,15338,13.44,0.05,7,0.39,2021-04-18 09:00:00.000,2021-10-07 14:17:35.398
2813,4997,20-29,17012,14.91,0.02,3,0.17,2021-04-18 09:00:00.000,2021-10-07 14:17:35.398
2814,4996,10-19,7910,6.93,0.00,0,0.00,2021-04-18 09:00:00.000,2021-10-07 14:17:35.398
2815,4995,0-9,4887,4.28,0.00,0,0.00,2021-04-18 09:00:00.000,2021-10-07 14:17:35.398
2816,4994,남성,56377,49.70,1.58,892,49.72,2021-04-17 09:00:00.000,2021-10-07 14:17:35.398
2817,4993,여성,57065,50.30,1.58,902,50.28,2021-04-17 09:00:00.000,2021-10-07 14:17:35.398
2818,4992,80 이상,5051,4.45,19.58,989,55.13,2021-04-17 09:00:00.000,2021-10-07 14:17:35.398
2819,4991,70-79,8278,7.30,6.17,511,28.48,2021-04-17 09:00:00.000,2021-10-07 14:17:35.398
2820,4990,60-69,17524,15.45,1.19,209,11.65,2021-04-17 09:00:00.000,2021-10-07 14:17:35.398
2821,4989,50-59,21026,18.53,0.29,61,3.40,2021-04-17 09:00:00.000,2021-10-07 14:17:35.398
2822,4988,40-49,16695,14.72,0.08,14,0.78,2021-04-17 09:00:00.000,2021-10-07 14:17:35.398
2823,4987,30-39,15245,13.44,0.05,7,0.39,2021-04-17 09:00:00.000,2021-10-07 14:17:35.398
2824,4986,20-29,16909,14.91,0.02,3,0.17,2021-04-17 09:00:00.000,2021-10-07 14:17:35.398
2825,4985,10-19,7857,6.93,0.00,0,0.00,2021-04-17 09:00:00.000,2021-10-07 14:17:35.398
2826,4984,0-9,4857,4.28,0.00,0,0.00,2021-04-17 09:00:00.000,2021-10-07 14:17:35.398
2827,4983,남성,56050,49.70,1.59,891,49.78,2021-04-16 09:00:00.000,2021-10-07 14:17:35.398
2828,4982,여성,56734,50.30,1.58,899,50.22,2021-04-16 09:00:00.000,2021-10-07 14:17:35.398
2829,4981,80 이상,5026,4.46,19.62,986,55.08,2021-04-16 09:00:00.000,2021-10-07 14:17:35.398
2830,4980,70-79,8232,7.30,6.21,511,28.55,2021-04-16 09:00:00.000,2021-10-07 14:17:35.398
2831,4979,60-69,17430,15.45,1.19,208,11.62,2021-04-16 09:00:00.000,2021-10-07 14:17:35.398
2832,4978,50-59,20887,18.52,0.29,61,3.41,2021-04-16 09:00:00.000,2021-10-07 14:17:35.398
2833,4977,40-49,16586,14.71,0.08,14,0.78,2021-04-16 09:00:00.000,2021-10-07 14:17:35.398
2834,4976,30-39,15158,13.44,0.05,7,0.39,2021-04-16 09:00:00.000,2021-10-07 14:17:35.398
2835,4975,20-29,16815,14.91,0.02,3,0.17,2021-04-16 09:00:00.000,2021-10-07 14:17:35.398
