,게시글번호,"구분(성별, 연령별)",확진자,확진률,치명률,사망자,사망률,등록일시분초,수정일시분초
4126,3684,여성,25324,52.15,1.26,320,48.56,2020-12-19 09:00:00.000,2021-10-07 14:17:35.398
4127,3683,80 이상,2329,4.80,14.90,347,52.66,2020-12-19 09:00:00.000,2021-10-07 14:17:35.398
4128,3682,70-79,3813,7.85,5.22,199,30.20,2020-12-19 09:00:00.000,2021-10-07 14:17:35.398
4129,3681,60-69,7533,15.51,1.02,77,11.68,2020-12-19 09:00:00.000,2021-10-07 14:17:35.398
4130,3680,50-59,8972,18.48,0.31,28,4.25,2020-12-19 09:00:00.000,2021-10-07 14:17:35.398
4131,3679,40-49,6821,14.05,0.09,6,0.91,2020-12-19 09:00:00.000,2021-10-07 14:17:35.398
4132,3678,30-39,6152,12.67,0.03,2,0.30,2020-12-19 09:00:00.000,2021-10-07 14:17:35.398
4133,3677,20-29,8313,17.12,0.00,0,0.00,2020-12-19 09:00:00.000,2021-10-07 14:17:35.398
4134,3676,10-19,3033,6.25,0.00,0,0.00,2020-12-19 09:00:00.000,2021-10-07 14:17:35.398
4135,3675,0-9,1591,3.28,0.00,0,0.00,2020-12-19 09:00:00.000,2021-10-07 14:17:35.398
4136,3674,남성,22763,47.91,1.48,336,52.09,2020-12-18 09:00:00.000,2021-10-07 14:17:35.398
4137,3673,여성,24749,52.09,1.25,309,47.91,2020-12-18 09:00:00.000,2021-10-07 14:17:35.398
4138,3672,80 이상,2252,4.74,14.96,337,52.25,2020-12-18 09:00:00.000,2021-10-07 14:17:35.398
4139,3671,70-79,3732,7.85,5.28,197,30.54,2020-12-18 09:00:00.000,2021-10-07 14:17:35.398
4140,3670,60-69,7357,15.48,1.05,77,11.94,2020-12-18 09:00:00.000,2021-10-07 14:17:35.398
4141,3669,50-59,8755,18.43,0.30,26,4.03,2020-12-18 09:00:00.000,2021-10-07 14:17:35.398
4142,3668,40-49,6668,14.03,0.09,6,0.93,2020-12-18 09:00:00.000,2021-10-07 14:17:35.398
4143,3667,30-39,6041,12.71,0.03,2,0.31,2020-12-18 09:00:00.000,2021-10-07 14:17:35.398
4144,3666,20-29,8181,17.22,0.00,0,0.00,2020-12-18 09:00:00.000,2021-10-07 14:17:35.398
4145,3665,10-19,2968,6.25,0.00,0,0.00,2020-12-18 09:00:00.000,2021-10-07 14:17:35.398
4146,3664,0-9,1558,3.28,0.00,0,0.00,2020-12-18 09:00:00.000,2021-10-07 14:17:35.398
4147,3663,남성,22280,47.97,1.49,331,52.21,2020-12-17 09:00:00.000,2021-10-07 14:17:35.398
4148,3662,여성,24168,52.03,1.25,303,47.79,2020-12-17 09:00:00.000,2021-10-07 14:17:35.398
4149,3661,80 이상,2186,4.71,15.05,329,51.89,2020-12-17 09:00:00.000,2021-10-07 14:17:35.398
4150,3660,70-79,3641,7.84,5.33,194,30.60,2020-12-17 09:00:00.000,2021-10-07 14:17:35.398
4151,3659,60-69,7171,15.44,1.07,77,12.15,2020-12-17 09:00:00.000,2021-10-07 14:17:35.398
4152,3658,50-59,8528,18.36,0.30,26,4.10,2020-12-17 09:00:00.000,2021-10-07 14:17:35.398
4153,3657,40-49,6534,14.07,0.09,6,0.95,2020-12-17 09:00:00.000,2021-10-07 14:17:35.398
4154,3656,30-39,5910,12.72,0.03,2,0.32,2020-12-17 09:00:00.000,2021-10-07 14:17:35.398
4155,3655,20-29,8058,17.35,0.00,0,0.00,2020-12-17 09:00:00.000,2021-10-07 14:17:35.398
4156,3654,10-19,2902,6.25,0.00,0,0.00,2020-12-17 09:00:00.000,2021-10-07 14:17:35.398
4157,3653,0-9,1518,3.27,0.00,0,0.00,2020-12-17 09:00:00.000,2021-10-07 14:17:35.398
4158,3652,남성,21807,48.00,1.45,317,51.80,2020-12-16 09:00:00.000,2021-10-07 14:17:35.398
4159,3651,여성,23627,52.00,1.25,295,48.20,2020-12-16 09:00:00.000,2021-10-07 14:17:35.398
4160,3650,80 이상,2127,4.68,14.81,315,51.47,2020-12-16 09:00:00.000,2021-10-07 14:17:35.398
4161,3649,70-79,3556,7.83,5.34,190,31.05,2020-12-16 09:00:00.000,2021-10-07 14:17:35.398
4162,3648,60-69,6998,15.40,1.06,74,12.09,2020-12-16 09:00:00.000,2021-10-07 14:17:35.398
4163,3647,50-59,8314,18.30,0.30,25,4.08,2020-12-16 09:00:00.000,2021-10-07 14:17:35.398
4164,3646,40-49,6393,14.07,0.09,6,0.98,2020-12-16 09:00:00.000,2021-10-07 14:17:35.398
4165,3645,30-39,5786,12.73,0.03,2,0.33,2020-12-16 09:00:00.000,2021-10-07 14:17:35.398
4166,3644,20-29,7951,17.50,0.00,0,0.00,2020-12-16 09:00:00.000,2021-10-07 14:17:35.398
4167,3643,10-19,2847,6.27,0.00,0,0.00,2020-12-16 09:00:00.000,2021-10-07 14:17:35.398
4168,3642,0-9,1462,3.22,0.00,0,0.00,2020-12-16 09:00:00.000,2021-10-07 14:17:35.398
4169,3641,남성,21251,47.91,1.45,308,51.33,2020-12-15 09:00:00.000,2021-10-07 14:17:35.398
4170,3640,여성,23105,52.09,1.26,292,48.67,2020-12-15 09:00:00.000,2021-10-07 14:17:35.398
4171,3639,80 이상,2059,4.64,15.01,309,51.50,2020-12-15 09:00:00.000,2021-10-07 14:17:35.398
4172,3638,70-79,3465,7.81,5.34,185,30.83,2020-12-15 09:00:00.000,2021-10-07 14:17:35.398
4173,3637,60-69,6807,15.35,1.09,74,12.33,2020-12-15 09:00:00.000,2021-10-07 14:17:35.398
4174,3636,50-59,8099,18.26,0.31,25,4.17,2020-12-15 09:00:00.000,2021-10-07 14:17:35.398
4175,3635,40-49,6251,14.09,0.08,5,0.83,2020-12-15 09:00:00.000,2021-10-07 14:17:35.398
4176,3634,30-39,5682,12.81,0.04,2,0.33,2020-12-15 09:00:00.000,2021-10-07 14:17:35.398
4177,3633,20-29,7798,17.58,0.00,0,0.00,2020-12-15 09:00:00.000,2021-10-07 14:17:35.398
4178,3632,10-19,2778,6.26,0.00,0,0.00,2020-12-15 09:00:00.000,2021-10-07 14:17:35.398
4179,3631,0-9,1417,3.19,0.00,0,0.00,2020-12-15 09:00:00.000,2021-10-07 14:17:35.398
4180,3630,남성,20836,47.93,1.45,302,51.45,2020-12-14 09:00:00.000,2021-10-07 14:17:35.398
4181,3629,여성,22640,52.07,1.26,285,48.55,2020-12-14 09:00:00.000,2021-10-07 14:17:35.398
4182,3628,80 이상,1973,4.54,15.21,300,51.11,2020-12-14 09:00:00.000,2021-10-07 14:17:35.398
4183,3627,70-79,3386,7.79,5.40,183,31.18,2020-12-14 09:00:00.000,2021-10-07 14:17:35.398
4184,3626,60-69,6674,15.35,1.08,72,12.27,2020-12-14 09:00:00.000,2021-10-07 14:17:35.398
4185,3625,50-59,7948,18.28,0.31,25,4.26,2020-12-14 09:00:00.000,2021-10-07 14:17:35.398
4186,3624,40-49,6126,14.09,0.08,5,0.85,2020-12-14 09:00:00.000,2021-10-07 14:17:35.398
4187,3623,30-39,5570,12.81,0.04,2,0.34,2020-12-14 09:00:00.000,2021-10-07 14:17:35.398
4188,3622,20-29,7698,17.71,0.00,0,0.00,2020-12-14 09:00:00.000,2021-10-07 14:17:35.398
4189,3621,10-19,2724,6.27,0.00,0,0.00,2020-12-14 09:00:00.000,2021-10-07 14:17:35.398
4190,3620,0-9,1377,3.17,0.00,0,0.00,2020-12-14 09:00:00.000,2021-10-07 14:17:35.398
4191,3619,남성,20505,47.96,1.45,297,51.21,2020-12-13 09:00:00.000,2021-10-07 14:17:35.398
4192,3618,여성,22253,52.04,1.27,283,48.79,2020-12-13 09:00:00.000,2021-10-07 14:17:35.398
4193,3617,80 이상,1927,4.51,15.46,298,51.38,2020-12-13 09:00:00.000,2021-10-07 14:17:35.398
4194,3616,70-79,3337,7.80,5.39,180,31.03,2020-12-13 09:00:00.000,2021-10-07 14:17:35.398
4195,3615,60-69,6567,15.36,1.07,70,12.07,2020-12-13 09:00:00.000,2021-10-07 14:17:35.398
4196,3614,50-59,7810,18.27,0.32,25,4.31,2020-12-13 09:00:00.000,2021-10-07 14:17:35.398
4197,3613,40-49,6007,14.05,0.08,5,0.86,2020-12-13 09:00:00.000,2021-10-07 14:17:35.398
4198,3612,30-39,5495,12.85,0.04,2,0.34,2020-12-13 09:00:00.000,2021-10-07 14:17:35.398
4199,3611,20-29,7599,17.77,0.00,0,0.00,2020-12-13 09:00:00.000,2021-10-07 14:17:35.398
4200,3610,10-19,2670,6.24,0.00,0,0.00,2020-12-13 09:00:00.000,2021-10-07 14:17:35.398
4201,3609,0-9,1346,3.15,0.00,0,0.00,2020-12-13 09:00:00.000,2021-10-07 14:17:35.398
4202,3608,남성,20022,47.98,1.47,295,51.04,2020-12-12 09:00:00.000,2021-10-07 14:17:35.398
4203,3607,여성,21706,52.02,1.30,283,48.96,2020-12-12 09:00:00.000,2021-10-07 14:17:35.398
4204,3606,80 이상,1856,4.45,16.06,298,51.56,2020-12-12 09:00:00.000,2021-10-07 14:17:35.398
4205,3605,70-79,3232,7.75,5.57,180,31.14,2020-12-12 09:00:00.000,2021-10-07 14:17:35.398
4206,3604,60-69,6384,15.30,1.07,68,11.76,2020-12-12 09:00:00.000,2021-10-07 14:17:35.398
4207,3603,50-59,7618,18.26,0.33,25,4.33,2020-12-12 09:00:00.000,2021-10-07 14:17:35.398
4208,3602,40-49,5857,14.04,0.09,5,0.87,2020-12-12 09:00:00.000,2021-10-07 14:17:35.398
4209,3601,30-39,5386,12.91,0.04,2,0.35,2020-12-12 09:00:00.000,2021-10-07 14:17:35.398
4210,3600,20-29,7489,17.95,0.00,0,0.00,2020-12-12 09:00:00.000,2021-10-07 14:17:35.398
4211,3599,10-19,2596,6.22,0.00,0,0.00,2020-12-12 09:00:00.000,2021-10-07 14:17:35.398
4212,3598,0-9,1310,3.14,0.00,0,0.00,2020-12-12 09:00:00.000,2021-10-07 14:17:35.398
4213,3597,남성,19586,48.03,1.49,292,51.05,2020-12-11 09:00:00.000,2021-10-07 14:17:35.398
4214,3596,여성,21192,51.97,1.32,280,48.95,2020-12-11 09:00:00.000,2021-10-07 14:17:35.398
4215,3595,80 이상,1788,4.38,16.44,294,51.40,2020-12-11 09:00:00.000,2021-10-07 14:17:35.398
4216,3594,70-79,3163,7.76,5.63,178,31.12,2020-12-11 09:00:00.000,2021-10-07 14:17:35.398
4217,3593,60-69,6236,15.29,1.09,68,11.89,2020-12-11 09:00:00.000,2021-10-07 14:17:35.398
4218,3592,50-59,7444,18.25,0.34,25,4.37,2020-12-11 09:00:00.000,2021-10-07 14:17:35.398
4219,3591,40-49,5714,14.01,0.09,5,0.87,2020-12-11 09:00:00.000,2021-10-07 14:17:35.398
4220,3590,30-39,5273,12.93,0.04,2,0.35,2020-12-11 09:00:00.000,2021-10-07 14:17:35.398
4221,3589,20-29,7392,18.13,0.00,0,0.00,2020-12-11 09:00:00.000,2021-10-07 14:17:35.398
4222,3588,10-19,2510,6.16,0.00,0,0.00,2020-12-11 09:00:00.000,2021-10-07 14:17:35.398
4223,3587,0-9,1258,3.08,0.00,0,0.00,2020-12-11 09:00:00.000,2021-10-07 14:17:35.398
4224,3586,남성,19250,48.02,1.50,289,51.24,2020-12-10 09:00:00.000,2021-10-07 14:17:35.398
4225,3585,여성,20839,51.98,1.32,275,48.76,2020-12-10 09:00:00.000,2021-10-07 14:17:35.398
4226,3584,80 이상,1733,4.32,16.73,290,51.42,2020-12-10 09:00:00.000,2021-10-07 14:17:35.398
4227,3583,70-79,3100,7.73,5.71,177,31.38,2020-12-10 09:00:00.000,2021-10-07 14:17:35.398
4228,3582,60-69,6134,15.30,1.06,65,11.52,2020-12-10 09:00:00.000,2021-10-07 14:17:35.398
4229,3581,50-59,7321,18.26,0.34,25,4.43,2020-12-10 09:00:00.000,2021-10-07 14:17:35.398
4230,3580,40-49,5612,14.00,0.09,5,0.89,2020-12-10 09:00:00.000,2021-10-07 14:17:35.398
4231,3579,30-39,5191,12.95,0.04,2,0.35,2020-12-10 09:00:00.000,2021-10-07 14:17:35.398
4232,3578,20-29,7309,18.23,0.00,0,0.00,2020-12-10 09:00:00.000,2021-10-07 14:17:35.398
4233,3577,10-19,2466,6.15,0.00,0,0.00,2020-12-10 09:00:00.000,2021-10-07 14:17:35.398
4234,3576,0-9,1223,3.05,0.00,0,0.00,2020-12-10 09:00:00.000,2021-10-07 14:17:35.398
4235,3575,남성,18899,47.96,1.52,287,51.62,2020-12-09 09:00:00.000,2021-10-07 14:17:35.398
4236,3574,여성,20510,52.04,1.31,269,48.38,2020-12-09 09:00:00.000,2021-10-07 14:17:35.398
4237,3573,80 이상,1703,4.32,16.68,284,51.08,2020-12-09 09:00:00.000,2021-10-07 14:17:35.398
4238,3572,70-79,3047,7.73,5.74,175,31.47,2020-12-09 09:00:00.000,2021-10-07 14:17:35.398
4239,3571,60-69,6020,15.28,1.08,65,11.69,2020-12-09 09:00:00.000,2021-10-07 14:17:35.398
4240,3570,50-59,7211,18.30,0.35,25,4.50,2020-12-09 09:00:00.000,2021-10-07 14:17:35.398
4241,3569,40-49,5520,14.01,0.09,5,0.90,2020-12-09 09:00:00.000,2021-10-07 14:17:35.398
4242,3568,30-39,5080,12.89,0.04,2,0.36,2020-12-09 09:00:00.000,2021-10-07 14:17:35.398
4243,3567,20-29,7229,18.34,0.00,0,0.00,2020-12-09 09:00:00.000,2021-10-07 14:17:35.398
4244,3566,10-19,2413,6.12,0.00,0,0.00,2020-12-09 09:00:00.000,2021-10-07 14:17:35.398
4245,3565,0-9,1186,3.01,0.00,0,0.00,2020-12-09 09:00:00.000,2021-10-07 14:17:35.398
4246,3564,남성,18564,47.92,1.54,285,51.63,2020-12-08 09:00:00.000,2021-10-07 14:17:35.398
4247,3563,여성,20175,52.08,1.32,267,48.37,2020-12-08 09:00:00.000,2021-10-07 14:17:35.398
4248,3562,80 이상,1671,4.31,16.88,282,51.09,2020-12-08 09:00:00.000,2021-10-07 14:17:35.398
4249,3561,70-79,2975,7.68,5.85,174,31.52,2020-12-08 09:00:00.000,2021-10-07 14:17:35.398
4250,3560,60-69,5896,15.22,1.09,64,11.59,2020-12-08 09:00:00.000,2021-10-07 14:17:35.398
4251,3559,50-59,7090,18.30,0.35,25,4.53,2020-12-08 09:00:00.000,2021-10-07 14:17:35.398
4252,3558,40-49,5424,14.00,0.09,5,0.91,2020-12-08 09:00:00.000,2021-10-07 14:17:35.398
4253,3557,30-39,4985,12.87,0.04,2,0.36,2020-12-08 09:00:00.000,2021-10-07 14:17:35.398
4254,3556,20-29,7162,18.49,0.00,0,0.00,2020-12-08 09:00:00.000,2021-10-07 14:17:35.398
4255,3555,10-19,2374,6.13,0.00,0,0.00,2020-12-08 09:00:00.000,2021-10-07 14:17:35.398
4256,3554,0-9,1162,3.00,0.00,0,0.00,2020-12-08 09:00:00.000,2021-10-07 14:17:35.398
4257,3553,남성,18293,47.95,1.55,284,51.73,2020-12-07 09:00:00.000,2021-10-07 14:17:35.398
4258,3552,여성,19859,52.05,1.33,265,48.27,2020-12-07 09:00:00.000,2021-10-07 14:17:35.398
4259,3551,80 이상,1618,4.24,17.31,280,51.00,2020-12-07 09:00:00.000,2021-10-07 14:17:35.398
4260,3550,70-79,2920,7.65,5.96,174,31.69,2020-12-07 09:00:00.000,2021-10-07 14:17:35.398
4261,3549,60-69,5807,15.22,1.10,64,11.66,2020-12-07 09:00:00.000,2021-10-07 14:17:35.398
4262,3548,50-59,6979,18.29,0.34,24,4.37,2020-12-07 09:00:00.000,2021-10-07 14:17:35.398
4263,3547,40-49,5343,14.00,0.09,5,0.91,2020-12-07 09:00:00.000,2021-10-07 14:17:35.398
4264,3546,30-39,4914,12.88,0.04,2,0.36,2020-12-07 09:00:00.000,2021-10-07 14:17:35.398
4265,3545,20-29,7090,18.58,0.00,0,0.00,2020-12-07 09:00:00.000,2021-10-07 14:17:35.398
4266,3544,10-19,2339,6.13,0.00,0,0.00,2020-12-07 09:00:00.000,2021-10-07 14:17:35.398
4267,3543,0-9,1142,2.99,0.00,0,0.00,2020-12-07 09:00:00.000,2021-10-07 14:17:35.398
4268,3542,남성,17997,47.94,1.57,282,51.74,2020-12-06 09:00:00.000,2021-10-07 14:17:35.398
4269,3541,여성,19540,52.06,1.35,263,48.26,2020-12-06 09:00:00.000,2021-10-07 14:17:35.398
4270,3540,80 이상,1578,4.20,17.55,277,50.83,2020-12-06 09:00:00.000,2021-10-07 14:17:35.398
4271,3539,70-79,2861,7.62,6.05,173,31.74,2020-12-06 09:00:00.000,2021-10-07 14:17:35.398
4272,3538,60-69,5707,15.20,1.12,64,11.74,2020-12-06 09:00:00.000,2021-10-07 14:17:35.398
4273,3537,50-59,6840,18.22,0.35,24,4.40,2020-12-06 09:00:00.000,2021-10-07 14:17:35.398
4274,3536,40-49,5270,14.04,0.09,5,0.92,2020-12-06 09:00:00.000,2021-10-07 14:17:35.398
4275,3535,30-39,4839,12.89,0.04,2,0.37,2020-12-06 09:00:00.000,2021-10-07 14:17:35.398
4276,3534,20-29,7006,18.66,0.00,0,0.00,2020-12-06 09:00:00.000,2021-10-07 14:17:35.398
4277,3533,10-19,2308,6.15,0.00,0,0.00,2020-12-06 09:00:00.000,2021-10-07 14:17:35.398
4278,3532,0-9,1128,3.01,0.00,0,0.00,2020-12-06 09:00:00.000,2021-10-07 14:17:35.398
4279,3531,남성,17658,47.85,1.59,280,51.85,2020-12-05 09:00:00.000,2021-10-07 14:17:35.398
4280,3530,여성,19248,52.15,1.35,260,48.15,2020-12-05 09:00:00.000,2021-10-07 14:17:35.398
4281,3529,80 이상,1536,4.16,17.71,272,50.37,2020-12-05 09:00:00.000,2021-10-07 14:17:35.398
4282,3528,70-79,2793,7.57,6.19,173,32.04,2020-12-05 09:00:00.000,2021-10-07 14:17:35.398
4283,3527,60-69,5596,15.16,1.14,64,11.85,2020-12-05 09:00:00.000,2021-10-07 14:17:35.398
4284,3526,50-59,6717,18.20,0.36,24,4.44,2020-12-05 09:00:00.000,2021-10-07 14:17:35.398
4285,3525,40-49,5197,14.08,0.10,5,0.93,2020-12-05 09:00:00.000,2021-10-07 14:17:35.398
4286,3524,30-39,4749,12.87,0.04,2,0.37,2020-12-05 09:00:00.000,2021-10-07 14:17:35.398
4287,3523,20-29,6934,18.79,0.00,0,0.00,2020-12-05 09:00:00.000,2021-10-07 14:17:35.398
4288,3522,10-19,2278,6.17,0.00,0,0.00,2020-12-05 09:00:00.000,2021-10-07 14:17:35.398
4289,3521,0-9,1106,3.00,0.00,0,0.00,2020-12-05 09:00:00.000,2021-10-07 14:17:35.398
4290,3520,남성,17376,47.83,1.61,279,52.05,2020-12-04 09:00:00.000,2021-10-07 14:17:35.398
4291,3519,여성,18953,52.17,1.36,257,47.95,2020-12-04 09:00:00.000,2021-10-07 14:17:35.398
4292,3518,80 이상,1505,4.14,17.81,268,50.00,2020-12-04 09:00:00.000,2021-10-07 14:17:35.398
4293,3517,70-79,2743,7.55,6.31,173,32.28,2020-12-04 09:00:00.000,2021-10-07 14:17:35.398
4294,3516,60-69,5507,15.16,1.16,64,11.94,2020-12-04 09:00:00.000,2021-10-07 14:17:35.398
4295,3515,50-59,6625,18.24,0.36,24,4.48,2020-12-04 09:00:00.000,2021-10-07 14:17:35.398
4296,3514,40-49,5120,14.09,0.10,5,0.93,2020-12-04 09:00:00.000,2021-10-07 14:17:35.398
4297,3513,30-39,4684,12.89,0.04,2,0.37,2020-12-04 09:00:00.000,2021-10-07 14:17:35.398
4298,3512,20-29,6836,18.82,0.00,0,0.00,2020-12-04 09:00:00.000,2021-10-07 14:17:35.398
4299,3511,10-19,2226,6.13,0.00,0,0.00,2020-12-04 09:00:00.000,2021-10-07 14:17:35.398
4300,3510,0-9,1083,2.98,0.00,0,0.00,2020-12-04 09:00:00.000,2021-10-07 14:17:35.398
4301,3509,남성,17089,47.87,1.62,276,52.17,2020-12-03 09:00:00.000,2021-10-07 14:17:35.398
4302,3508,여성,18612,52.13,1.36,253,47.83,2020-12-03 09:00:00.000,2021-10-07 14:17:35.398
4303,3507,80 이상,1473,4.13,17.85,263,49.72,2020-12-03 09:00:00.000,2021-10-07 14:17:35.398
4304,3506,70-79,2700,7.56,6.33,171,32.33,2020-12-03 09:00:00.000,2021-10-07 14:17:35.398
4305,3505,60-69,5414,15.16,1.18,64,12.10,2020-12-03 09:00:00.000,2021-10-07 14:17:35.398
4306,3504,50-59,6506,18.22,0.37,24,4.54,2020-12-03 09:00:00.000,2021-10-07 14:17:35.398
4307,3503,40-49,5031,14.09,0.10,5,0.95,2020-12-03 09:00:00.000,2021-10-07 14:17:35.398
4308,3502,30-39,4604,12.90,0.04,2,0.38,2020-12-03 09:00:00.000,2021-10-07 14:17:35.398
4309,3501,20-29,6735,18.87,0.00,0,0.00,2020-12-03 09:00:00.000,2021-10-07 14:17:35.398
4310,3500,10-19,2180,6.11,0.00,0,0.00,2020-12-03 09:00:00.000,2021-10-07 14:17:35.398
4311,3499,0-9,1058,2.96,0.00,0,0.00,2020-12-03 09:00:00.000,2021-10-07 14:17:35.398
4312,3498,남성,16816,47.83,1.64,276,52.17,2020-12-02 09:00:00.000,2021-10-07 14:17:35.398
4313,3497,여성,18345,52.17,1.38,253,47.83,2020-12-02 09:00:00.000,2021-10-07 14:17:35.398
4314,3496,80 이상,1467,4.17,17.93,263,49.72,2020-12-02 09:00:00.000,2021-10-07 14:17:35.398
4315,3495,70-79,2673,7.60,6.40,171,32.33,2020-12-02 09:00:00.000,2021-10-07 14:17:35.398
4316,3494,60-69,5339,15.18,1.20,64,12.10,2020-12-02 09:00:00.000,2021-10-07 14:17:35.398
4317,3493,50-59,6411,18.23,0.37,24,4.54,2020-12-02 09:00:00.000,2021-10-07 14:17:35.398
4318,3492,40-49,4938,14.04,0.10,5,0.95,2020-12-02 09:00:00.000,2021-10-07 14:17:35.398
4319,3491,30-39,4536,12.90,0.04,2,0.38,2020-12-02 09:00:00.000,2021-10-07 14:17:35.398
4320,3490,20-29,6631,18.86,0.00,0,0.00,2020-12-02 09:00:00.000,2021-10-07 14:17:35.398
4321,3489,10-19,2139,6.08,0.00,0,0.00,2020-12-02 09:00:00.000,2021-10-07 14:17:35.398
4322,3488,0-9,1027,2.92,0.00,0,0.00,2020-12-02 09:00:00.000,2021-10-07 14:17:35.398
4323,3487,남성,16554,47.77,1.67,276,52.17,2020-12-01 09:00:00.000,2021-10-07 14:17:35.398
4324,3486,여성,18096,52.23,1.40,253,47.83,2020-12-01 09:00:00.000,2021-10-07 14:17:35.398
4325,3485,80 이상,1449,4.18,18.15,263,49.72,2020-12-01 09:00:00.000,2021-10-07 14:17:35.398
4326,3484,70-79,2650,7.65,6.45,171,32.33,2020-12-01 09:00:00.000,2021-10-07 14:17:35.398
4327,3483,60-69,5282,15.24,1.21,64,12.10,2020-12-01 09:00:00.000,2021-10-07 14:17:35.398
4328,3482,50-59,6313,18.22,0.38,24,4.54,2020-12-01 09:00:00.000,2021-10-07 14:17:35.398
4329,3481,40-49,4859,14.02,0.10,5,0.95,2020-12-01 09:00:00.000,2021-10-07 14:17:35.398
4330,3480,30-39,4447,12.83,0.04,2,0.38,2020-12-01 09:00:00.000,2021-10-07 14:17:35.398
4331,3479,20-29,6546,18.89,0.00,0,0.00,2020-12-01 09:00:00.000,2021-10-07 14:17:35.398
4332,3478,10-19,2096,6.05,0.00,0,0.00,2020-12-01 09:00:00.000,2021-10-07 14:17:35.398
4333,3477,0-9,1008,2.91,0.00,0,0.00,2020-12-01 09:00:00.000,2021-10-07 14:17:35.398
4334,3476,남성,16321,47.72,1.68,275,52.28,2020-11-30 09:00:00.000,2021-10-07 14:17:35.398
4335,3475,여성,17878,52.28,1.40,251,47.72,2020-11-30 09:00:00.000,2021-10-07 14:17:35.398
4336,3474,80 이상,1435,4.20,18.33,263,50.00,2020-11-30 09:00:00.000,2021-10-07 14:17:35.398
4337,3473,70-79,2623,7.67,6.44,169,32.13,2020-11-30 09:00:00.000,2021-10-07 14:17:35.398
4338,3472,60-69,5239,15.32,1.22,64,12.17,2020-11-30 09:00:00.000,2021-10-07 14:17:35.398
4339,3471,50-59,6219,18.18,0.39,24,4.56,2020-11-30 09:00:00.000,2021-10-07 14:17:35.398
4340,3470,40-49,4796,14.02,0.08,4,0.76,2020-11-30 09:00:00.000,2021-10-07 14:17:35.398
4341,3469,30-39,4380,12.81,0.05,2,0.38,2020-11-30 09:00:00.000,2021-10-07 14:17:35.398
4342,3468,20-29,6465,18.90,0.00,0,0.00,2020-11-30 09:00:00.000,2021-10-07 14:17:35.398
4343,3467,10-19,2049,5.99,0.00,0,0.00,2020-11-30 09:00:00.000,2021-10-07 14:17:35.398
4344,3466,0-9,993,2.90,0.00,0,0.00,2020-11-30 09:00:00.000,2021-10-07 14:17:35.398
4345,3465,남성,16108,47.71,1.70,274,52.39,2020-11-29 09:00:00.000,2021-10-07 14:17:35.398
4346,3464,여성,17653,52.29,1.41,249,47.61,2020-11-29 09:00:00.000,2021-10-07 14:17:35.398
4347,3463,80 이상,1409,4.17,18.59,262,50.10,2020-11-29 09:00:00.000,2021-10-07 14:17:35.398
4348,3462,70-79,2599,7.70,6.46,168,32.12,2020-11-29 09:00:00.000,2021-10-07 14:17:35.398
4349,3461,60-69,5180,15.34,1.22,63,12.05,2020-11-29 09:00:00.000,2021-10-07 14:17:35.398
4350,3460,50-59,6132,18.16,0.39,24,4.59,2020-11-29 09:00:00.000,2021-10-07 14:17:35.398
4351,3459,40-49,4738,14.03,0.08,4,0.76,2020-11-29 09:00:00.000,2021-10-07 14:17:35.398
4352,3458,30-39,4326,12.81,0.05,2,0.38,2020-11-29 09:00:00.000,2021-10-07 14:17:35.398
4353,3457,20-29,6405,18.97,0.00,0,0.00,2020-11-29 09:00:00.000,2021-10-07 14:17:35.398
4354,3456,10-19,1995,5.91,0.00,0,0.00,2020-11-29 09:00:00.000,2021-10-07 14:17:35.398
4355,3455,0-9,977,2.89,0.00,0,0.00,2020-11-29 09:00:00.000,2021-10-07 14:17:35.398
4356,3454,남성,15875,47.66,1.72,273,52.30,2020-11-28 09:00:00.000,2021-10-07 14:17:35.398
4357,3453,여성,17436,52.34,1.43,249,47.70,2020-11-28 09:00:00.000,2021-10-07 14:17:35.398
4358,3452,80 이상,1396,4.19,18.77,262,50.19,2020-11-28 09:00:00.000,2021-10-07 14:17:35.398
4359,3451,70-79,2573,7.72,6.49,167,31.99,2020-11-28 09:00:00.000,2021-10-07 14:17:35.398
4360,3450,60-69,5134,15.41,1.23,63,12.07,2020-11-28 09:00:00.000,2021-10-07 14:17:35.398
4361,3449,50-59,6049,18.16,0.40,24,4.60,2020-11-28 09:00:00.000,2021-10-07 14:17:35.398
4362,3448,40-49,4669,14.02,0.09,4,0.77,2020-11-28 09:00:00.000,2021-10-07 14:17:35.398
4363,3447,30-39,4260,12.79,0.05,2,0.38,2020-11-28 09:00:00.000,2021-10-07 14:17:35.398
4364,3446,20-29,6312,18.95,0.00,0,0.00,2020-11-28 09:00:00.000,2021-10-07 14:17:35.398
4365,3445,10-19,1959,5.88,0.00,0,0.00,2020-11-28 09:00:00.000,2021-10-07 14:17:35.398
4366,3444,0-9,959,2.88,0.00,0,0.00,2020-11-28 09:00:00.000,2021-10-07 14:17:35.398
4367,3443,남성,15613,47.59,1.74,271,52.52,2020-11-27 09:00:00.000,2021-10-07 14:17:35.398
4368,3442,여성,17195,52.41,1.42,245,47.48,2020-11-27 09:00:00.000,2021-10-07 14:17:35.398
4369,3441,80 이상,1380,4.21,18.62,257,49.81,2020-11-27 09:00:00.000,2021-10-07 14:17:35.398
4370,3440,70-79,2543,7.75,6.57,167,32.36,2020-11-27 09:00:00.000,2021-10-07 14:17:35.398
