,게시글번호,기준일시,시도명(한글),전일대비 증감 수,격리 해제 수,지역발생 수,해외유입 수,10만명당 발생률,사망자 수,게시글번호(국내 시도별 발생현황 고유값),등록일시분초,수정일시분초
2162,14023,2021년 09월 08일 00시,대구,61,13135,60,1,579.86,229,11347,2021-09-08 09:00:00.000,2021-09-16 10:11:33.897
2163,11792,2021년 09월 08일 00시,부산,31,10967,31,0,347.65,152,11346,2021-09-08 09:00:00.000,2021-09-16 10:11:33.897
2164,83807,2021년 09월 08일 00시,서울,671,74177,665,6,866.82,597,11345,2021-09-08 09:00:00.000,2021-09-16 10:11:33.897
2165,265419,2021년 09월 08일 00시,합계,2048,237286,2012,36,512.11,2334,11344,2021-09-08 09:00:00.000,2021-09-16 10:11:33.897
2166,263371,2021년 09월 07일 00시,합계,1597,235225,1563,34,508.16,2330,11343,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2167,83136,2021년 09월 07일 00시,서울,482,73508,477,5,859.89,595,11342,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2168,11761,2021년 09월 07일 00시,부산,35,10891,35,0,346.73,152,11341,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2169,13962,2021년 09월 07일 00시,대구,38,13042,38,0,577.34,229,11340,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2170,12559,2021년 09월 07일 00시,인천,87,11126,87,0,426.77,80,11339,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2171,4302,2021년 09월 07일 00시,광주,34,3937,34,0,296.68,25,11338,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2172,5936,2021년 09월 07일 00시,대전,34,5133,34,0,405.50,39,11337,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2173,4497,2021년 09월 07일 00시,울산,47,4022,45,2,395.86,42,11336,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2174,1034,2021년 09월 07일 00시,세종,5,967,5,0,290.59,1,11335,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2175,74846,2021년 09월 07일 00시,경기,481,65810,474,7,557.44,760,11334,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2176,5656,2021년 09월 07일 00시,강원,22,5244,22,0,366.60,61,11333,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2177,5365,2021년 09월 07일 00시,충북,36,4917,34,2,335.14,74,11332,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2178,7518,2021년 09월 07일 00시,충남,85,6316,81,4,354.45,55,11331,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2179,3737,2021년 09월 07일 00시,전북,30,3386,30,0,207.14,60,11330,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2180,2730,2021년 09월 07일 00시,전남,35,2485,34,1,147.44,19,11329,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2181,7397,2021년 09월 07일 00시,경북,45,6768,45,0,280.25,89,11328,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2182,10386,2021년 09월 07일 00시,경남,87,9645,84,3,310.94,34,11327,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2183,2662,2021년 09월 07일 00시,제주,5,2546,4,1,394.58,2,11326,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2184,5887,2021년 09월 07일 00시,검역,9,5502,0,9,0.00,13,11325,2021-09-07 09:00:00.000,2021-09-16 10:11:33.897
2185,261774,2021년 09월 06일 00시,합계,1375,233695,1351,24,505.08,2327,11324,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2186,82654,2021년 09월 06일 00시,서울,464,72973,462,2,854.90,593,11323,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2187,11726,2021년 09월 06일 00시,부산,52,10822,51,1,345.70,152,11322,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2188,13924,2021년 09월 06일 00시,대구,43,12995,42,1,575.77,229,11321,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2189,12472,2021년 09월 06일 00시,인천,83,11069,80,3,423.81,80,11320,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2190,4268,2021년 09월 06일 00시,광주,28,3909,27,1,294.33,25,11319,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2191,5902,2021년 09월 06일 00시,대전,30,5078,29,1,403.17,39,11318,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2192,4450,2021년 09월 06일 00시,울산,39,3986,38,1,391.72,42,11317,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2193,1029,2021년 09월 06일 00시,세종,4,952,4,0,289.18,1,11316,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2194,74365,2021년 09월 06일 00시,경기,400,65468,398,2,553.85,759,11315,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2195,5634,2021년 09월 06일 00시,강원,25,5197,23,2,365.17,61,11314,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2196,5329,2021년 09월 06일 00시,충북,24,4889,22,2,332.89,74,11313,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2197,7433,2021년 09월 06일 00시,충남,62,6275,61,1,350.44,55,11312,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2198,3707,2021년 09월 06일 00시,전북,7,2246,7,0,205.48,60,11311,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2199,2695,2021년 09월 06일 00시,전남,4,2449,4,0,145.55,19,11310,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2200,7352,2021년 09월 06일 00시,경북,38,6691,37,1,278.55,89,11309,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2201,10299,2021년 09월 06일 00시,경남,57,9576,57,0,308.33,34,11308,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2202,2657,2021년 09월 06일 00시,제주,9,2519,9,0,393.84,2,11307,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2203,5878,2021년 09월 06일 00시,검역,6,5501,0,6,0.00,13,11306,2021-09-06 09:00:00.000,2021-09-16 10:11:33.897
2204,260400,2021년 09월 05일 00시,합계,1490,232334,1460,29,502.43,2321,11305,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2205,82190,2021년 09월 05일 00시,서울,508,72569,505,3,850.10,592,11304,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2206,11674,2021년 09월 05일 00시,부산,39,10753,38,1,344.17,151,11303,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2207,13881,2021년 09월 05일 00시,대구,20,12925,20,0,573.99,229,11302,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2208,12389,2021년 09월 05일 00시,인천,100,11021,98,2,420.99,79,11301,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2209,4240,2021년 09월 05일 00시,광주,39,3885,38,1,292.40,25,11300,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2210,5872,2021년 09월 05일 00시,대전,38,5060,38,0,401.13,39,11299,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2211,4411,2021년 09월 05일 00시,울산,41,3961,41,0,388.29,42,11298,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2212,1025,2021년 09월 05일 00시,세종,3,949,3,0,288.06,1,11297,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2213,73965,2021년 09월 05일 00시,경기,448,65032,441,7,550.87,757,11296,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2214,5609,2021년 09월 05일 00시,강원,24,5162,22,2,363.55,60,11295,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2215,5305,2021년 09월 05일 00시,충북,17,4863,17,0,331.39,74,11294,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2216,7371,2021년 09월 05일 00시,충남,73,6219,73,0,347.52,55,11293,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2217,3700,2021년 09월 05일 00시,전북,14,3328,14,0,205.09,60,11292,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2218,2691,2021년 09월 05일 00시,전남,16,2437,15,1,145.34,19,11291,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2219,7314,2021년 09월 05일 00시,경북,42,6661,39,3,277.11,89,11290,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2220,10242,2021년 09월 05일 00시,경남,52,9513,52,0,306.63,34,11289,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2221,2648,2021년 09월 05일 00시,제주,7,2495,7,0,392.51,2,11288,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2222,5872,2021년 09월 05일 00시,검역,9,5501,0,9,0.00,13,11287,2021-09-05 09:00:00.000,2021-09-16 10:11:33.897
2223,258909,2021년 09월 04일 00시,합계,1803,230405,1775,28,499.55,2315,11286,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2224,81682,2021년 09월 04일 00시,서울,565,71865,563,2,844.85,590,11285,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2225,11635,2021년 09월 04일 00시,부산,51,10681,49,2,343.02,151,11284,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2226,13861,2021년 09월 04일 00시,대구,42,12861,41,1,573.16,229,11283,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2227,12289,2021년 09월 04일 00시,인천,98,10920,98,0,417.59,78,11282,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2228,4201,2021년 09월 04일 00시,광주,26,3885,24,2,289.71,25,11281,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2229,5834,2021년 09월 04일 00시,대전,50,4993,50,0,398.53,39,11280,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2230,4370,2021년 09월 04일 00시,울산,47,3928,47,0,384.68,42,11279,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2231,1022,2021년 09월 04일 00시,세종,8,937,8,0,287.21,1,11278,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2232,73517,2021년 09월 04일 00시,경기,580,64466,576,4,547.54,755,11277,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2233,5585,2021년 09월 04일 00시,강원,45,5140,45,0,361.99,60,11276,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2234,5288,2021년 09월 04일 00시,충북,30,4824,28,2,330.33,73,11275,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2235,7298,2021년 09월 04일 00시,충남,99,6175,97,2,344.08,55,11274,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2236,3686,2021년 09월 04일 00시,전북,26,3301,25,1,204.31,60,11273,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2237,2675,2021년 09월 04일 00시,전남,30,2430,28,2,144.47,19,11272,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2238,7272,2021년 09월 04일 00시,경북,40,6605,39,1,275.51,89,11271,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2239,10190,2021년 09월 04일 00시,경남,52,9443,49,3,305.07,34,11270,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2240,2641,2021년 09월 04일 00시,제주,8,2465,8,0,391.47,2,11269,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2241,5863,2021년 09월 04일 00시,검역,6,5486,0,6,0.00,13,11268,2021-09-04 09:00:00.000,2021-09-16 10:11:33.897
2242,257106,2021년 09월 03일 00시,합계,1708,228618,1674,34,496.07,2308,11267,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2243,81117,2021년 09월 03일 00시,서울,542,71343,540,2,839.00,588,11266,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2244,11584,2021년 09월 03일 00시,부산,58,10595,58,0,341.51,150,11265,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2245,13819,2021년 09월 03일 00시,대구,52,12797,52,0,571.42,228,11264,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2246,12191,2021년 09월 03일 00시,인천,118,10851,115,3,414.26,77,11263,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2247,4175,2021년 09월 03일 00시,광주,43,3856,41,2,287.92,25,11262,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2248,5784,2021년 09월 03일 00시,대전,46,4962,45,1,395.11,38,11261,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2249,4323,2021년 09월 03일 00시,울산,35,3888,35,0,380.54,42,11260,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2250,1014,2021년 09월 03일 00시,세종,4,915,4,0,284.97,1,11259,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2251,72937,2021년 09월 03일 00시,경기,520,63992,512,8,543.22,754,11258,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2252,5540,2021년 09월 03일 00시,강원,18,5098,18,0,359.08,60,11257,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2253,5258,2021년 09월 03일 00시,충북,30,4776,30,0,328.45,73,11256,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2254,7199,2021년 09월 03일 00시,충남,81,6083,77,4,339.41,55,11255,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2255,3660,2021년 09월 03일 00시,전북,28,3279,28,0,202.87,60,11254,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2256,2645,2021년 09월 03일 00시,전남,15,2419,15,0,142.85,19,11253,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2257,7232,2021년 09월 03일 00시,경북,46,6534,45,1,274.00,89,11252,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2258,10138,2021년 09월 03일 00시,경남,51,9332,49,2,303.51,34,11251,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2259,2633,2021년 09월 03일 00시,제주,10,2438,10,0,390.29,2,11250,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2260,5857,2021년 09월 03일 00시,검역,11,5460,0,11,0.00,13,11249,2021-09-03 09:00:00.000,2021-09-16 10:11:33.897
2261,255399,2021년 09월 02일 00시,합계,1960,226222,1926,34,492.77,2303,11248,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2262,80575,2021년 09월 02일 00시,서울,559,70699,555,4,833.39,587,11247,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2263,11526,2021년 09월 02일 00시,부산,71,10523,69,2,339.80,150,11246,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2264,13767,2021년 09월 02일 00시,대구,66,12734,66,0,569.27,228,11245,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2265,12073,2021년 09월 02일 00시,인천,123,10737,120,3,410.25,77,11244,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2266,4132,2021년 09월 02일 00시,광주,42,3834,40,2,284.95,25,11243,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2267,5738,2021년 09월 02일 00시,대전,61,4776,60,1,391.97,36,11242,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2268,4288,2021년 09월 02일 00시,울산,42,3857,42,0,377.46,42,11241,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2269,1010,2021년 09월 02일 00시,세종,910,906,7,0,283.84,1,11240,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2270,72417,2021년 09월 02일 00시,경기,697,63220,387,10,539.35,753,11239,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2271,5522,2021년 09월 02일 00시,강원,27,5056,25,2,357.91,60,11238,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2272,5228,2021년 09월 02일 00시,충북,27,4705,27,0,326.58,73,11237,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2273,7118,2021년 09월 02일 00시,충남,95,6036,93,2,335.59,55,11236,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2274,3632,2021년 09월 02일 00시,전북,18,3228,18,0,201.32,60,11235,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2275,2630,2021년 09월 02일 00시,전남,13,2403,12,1,142.04,19,11234,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2276,7186,2021년 09월 02일 00시,경북,42,6503,41,1,272.26,89,11233,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2277,10087,2021년 09월 02일 00시,경남,54,9255,53,1,301.99,33,11232,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2278,2623,2021년 09월 02일 00시,제주,11,2404,11,0,388.80,2,11231,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2279,5846,2021년 09월 02일 00시,검역,5,5346,0,5,0.00,13,11230,2021-09-02 09:00:00.000,2021-09-16 10:11:33.897
2280,253439,2021년 09월 01일 00시,합계,2024,0,1991,33,488.99,2292,11229,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2281,80016,2021년 09월 01일 00시,서울,665,0,662,3,827.61,584,11228,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2282,11455,2021년 09월 01일 00시,부산,69,0,68,1,337.71,149,11227,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2283,13701,2021년 09월 01일 00시,대구,55,0,54,1,566.54,228,11226,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2284,11950,2021년 09월 01일 00시,인천,123,0,123,0,406.07,77,11225,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2285,4090,2021년 09월 01일 00시,광주,37,0,35,2,282.06,25,11224,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2286,5677,2021년 09월 01일 00시,대전,30,0,30,0,387.80,36,11223,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2287,4246,2021년 09월 01일 00시,울산,71,0,68,3,373.76,42,11222,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2288,100,2021년 09월 01일 00시,세종,-893,0,10,0,28.19,1,11221,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2289,71720,2021년 09월 01일 00시,경기,639,0,630,9,534.15,750,11220,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2290,5495,2021년 09월 01일 00시,강원,35,0,35,0,356.16,59,11219,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2291,5201,2021년 09월 01일 00시,충북,49,0,49,0,324.89,73,11218,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2292,7023,2021년 09월 01일 00시,충남,86,0,86,0,331.11,55,11217,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2293,3614,2021년 09월 01일 00시,전북,26,0,23,3,200.32,60,11216,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2294,2617,2021년 09월 01일 00시,전남,17,0,17,0,141.34,19,11215,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2295,7144,2021년 09월 01일 00시,경북,44,0,44,0,270.67,88,11214,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2296,10033,2021년 09월 01일 00시,경남,53,0,48,5,300.37,31,11213,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2297,2612,2021년 09월 01일 00시,제주,10,0,9,1,387.17,2,11212,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2298,5841,2021년 09월 01일 00시,검역,5,0,0,5,0.00,13,11211,2021-09-01 09:00:00.000,2021-09-16 10:11:33.897
2299,251416,2021년 08월 31일 00시,합계,1371,221701,1332,39,485.09,2285,11210,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2300,79352,2021년 08월 31일 00시,서울,456,69401,452,4,820.73,583,11209,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2301,11386,2021년 08월 31일 00시,부산,44,10272,44,0,335.68,148,11208,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2302,13646,2021년 08월 31일 00시,대구,51,12629,50,1,564.27,227,11207,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2303,11827,2021년 08월 31일 00시,인천,73,10492,72,1,401.89,77,11206,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2304,4053,2021년 08월 31일 00시,광주,19,3795,17,2,279.51,25,11205,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2305,5647,2021년 08월 31일 00시,대전,34,4737,34,0,385.76,36,11204,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2306,4175,2021년 08월 31일 00시,울산,24,3794,24,0,367.51,41,11203,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2307,993,2021년 08월 31일 00시,세종,8,891,8,0,279.07,1,11202,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2308,71081,2021년 08월 31일 00시,경기,433,61601,419,14,529.39,747,11201,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2309,5460,2021년 08월 31일 00시,강원,30,5005,29,1,353.89,59,11200,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2310,5152,2021년 08월 31일 00시,충북,15,4624,15,0,321.83,73,11199,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2311,6937,2021년 08월 31일 00시,충남,38,5784,37,1,327.06,55,11198,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2312,3588,2021년 08월 31일 00시,전북,26,3174,26,0,198.88,60,11197,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2313,2600,2021년 08월 31일 00시,전남,14,2375,13,1,140.42,19,11196,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2314,7100,2021년 08월 31일 00시,경북,27,6394,27,0,269.00,88,11195,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2315,9980,2021년 08월 31일 00시,경남,56,9091,56,0,298.78,31,11194,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2316,2602,2021년 08월 31일 00시,제주,9,2330,8,1,385.69,2,11193,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2317,5836,2021년 08월 31일 00시,검역,13,5312,0,13,0.00,13,11192,2021-08-31 09:00:00.000,2021-09-16 10:11:33.897
2318,250045,2021년 08월 30일 00시,합계,1485,220358,1424,61,482.44,2284,11191,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2319,78896,2021년 08월 30일 00시,서울,442,69037,434,8,816.01,582,11190,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2320,11342,2021년 08월 30일 00시,부산,57,10181,55,2,334.38,148,11189,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2321,13595,2021년 08월 30일 00시,대구,85,12585,83,2,562.16,227,11188,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2322,11754,2021년 08월 30일 00시,인천,64,10436,63,1,399.41,77,11187,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2323,4034,2021년 08월 30일 00시,광주,30,3754,29,1,278.20,25,11186,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2324,5613,2021년 08월 30일 00시,대전,29,4727,29,0,383.43,36,11185,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2325,4151,2021년 08월 30일 00시,울산,36,3771,35,1,365.40,41,11184,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2326,985,2021년 08월 30일 00시,세종,8,888,8,0,276.82,1,11183,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2327,70648,2021년 08월 30일 00시,경기,408,61284,402,6,526.16,747,11182,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2328,5430,2021년 08월 30일 00시,강원,29,4953,29,0,351.95,59,11181,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2329,5137,2021년 08월 30일 00시,충북,38,4583,36,2,320.89,73,11180,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2330,6899,2021년 08월 30일 00시,충남,60,5721,57,3,325.27,55,11179,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2331,3562,2021년 08월 30일 00시,전북,26,3136,25,1,197.44,60,11178,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2332,2586,2021년 08월 30일 00시,전남,29,2352,27,2,139.67,19,11177,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2333,7073,2021년 08월 30일 00시,경북,41,6347,39,2,267.98,88,11176,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2334,9924,2021년 08월 30일 00시,경남,62,9003,61,1,297.11,31,11175,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2335,2593,2021년 08월 30일 00시,제주,12,2288,12,0,384.36,2,11174,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2336,5823,2021년 08월 30일 00시,검역,29,5312,0,29,0.00,13,11173,2021-08-30 09:00:00.000,2021-09-16 10:11:33.897
2337,248560,2021년 08월 29일 00시,합계,1619,218725,1576,43,479.58,2279,11172,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2338,78454,2021년 08월 29일 00시,서울,517,68486,508,9,811.44,581,11171,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2339,11285,2021년 08월 29일 00시,부산,64,9999,64,0,332.70,148,11170,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2340,13510,2021년 08월 29일 00시,대구,57,12546,56,1,558.65,227,11169,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2341,11690,2021년 08월 29일 00시,인천,93,10366,91,2,397.24,77,11168,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2342,4004,2021년 08월 29일 00시,광주,22,3729,22,0,276.13,25,11167,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2343,5584,2021년 08월 29일 00시,대전,18,4714,18,0,381.45,36,11166,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2344,4115,2021년 08월 29일 00시,울산,36,3737,36,0,362.23,41,11165,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2345,977,2021년 08월 29일 00시,세종,2,883,2,0,274.57,1,11164,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2346,70240,2021년 08월 29일 00시,경기,480,60851,469,11,523.12,745,11163,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2347,5401,2021년 08월 29일 00시,강원,35,4935,35,0,350.07,59,11162,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2348,5099,2021년 08월 29일 00시,충북,30,4547,30,0,318.52,73,11161,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2349,6839,2021년 08월 29일 00시,충남,77,5706,75,2,322.44,53,11160,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2350,3536,2021년 08월 29일 00시,전북,28,3118,26,2,196.00,60,11159,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2351,2557,2021년 08월 29일 00시,전남,28,2336,28,0,138.10,19,11158,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2352,7032,2021년 08월 29일 00시,경북,54,6294,52,2,266.42,88,11157,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2353,9862,2021년 08월 29일 00시,경남,53,8928,52,1,295.25,31,11156,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2354,2581,2021년 08월 29일 00시,제주,13,2238,12,1,382.58,2,11155,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2355,5794,2021년 08월 29일 00시,검역,12,5312,0,12,0.00,13,11154,2021-08-29 09:00:00.000,2021-09-16 10:11:33.897
2356,246941,2021년 08월 28일 00시,합계,1791,216986,1736,55,476.45,2276,11153,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2357,77937,2021년 08월 28일 00시,서울,569,67887,559,10,806.09,581,11152,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2358,11221,2021년 08월 28일 00시,부산,76,9894,75,1,330.81,148,11151,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2359,13453,2021년 08월 28일 00시,대구,76,12496,76,0,556.29,227,11150,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
